Date,SQL/mySQL,"Business Planning, Consulting, Strategy, and Analysis","Corporate Finance, Mergers & Acquisitions",Customer Relationship Management,Data Analysis in Spreadsheets,"Data Science, Machine Learning, Artificial Intelligence","Digital Advertising, Publishing, Analysis",Excel,Financial Analysis and Business Valuation,French,German,"HTML5, CSS, PHP",International and Domestic Macro- and Micro- Economics,Javascript,Platfora BI,PowerPoint & Office,Programmatic Data Analysis,Public Speaking,Python,Sales,"Small & Mid-sized Business Analysis, Valuation, and Brokerage",Spanish,Tableau,Teamwork,Visual Basic for Applications
2010-10-01,0.0,2.0,3.0,0.0,1.5,0.0,0.0,1.5,1.5,2.5,2.5,0.0,2.5,0.0,0.0,3.0,0.0,2.5,0.0,0.0,1.0,4.0,0.0,3.0,0.0
2010-10-02,0.0,2.002253672421443,2.998008289531164,0.0,1.5000000000000002,0.0,0.0,1.5000002205717806,1.5026071928252878,2.4979343978157353,2.5000055214592516,0.0,2.5002790561352883,0.0,0.0,3.0,0.0,2.500000370354075,0.0,0.0,1.0,3.999343185550082,0.0,3.0026071928252884,0.0
2010-10-03,0.0,2.0045101042800795,2.9960203238825036,0.0,1.5000000000000002,0.0,0.0,1.5000008848059643,1.505212485852958,2.495868051435269,2.5000220843698022,0.0,2.500568716921144,0.0,0.0,3.0000000000000004,0.0,2.500001481231858,0.0,0.0,1.0,3.9986863711001637,0.0,3.0052124858529585,0.0
2010-10-04,0.0,2.0067692282366965,2.9940361044547967,0.0,1.4999999999999998,0.0,0.0,1.500001996480813,1.5078158348474435,2.493800966361662,2.5000496865308457,0.0,2.5008689522828234,0.0,0.0,3.0000000000000004,0.0,2.500003332356687,0.0,0.0,1.0000000000000002,3.998029556650247,0.0,3.0078158348474435,0.0
2010-10-05,0.0,2.0090309769520833,2.9920556326488277,0.0,1.4999999999999998,0.0,0.0,1.5000035593745882,1.5104171955731762,2.4917331480979814,2.5000883257415762,0.0,2.5011797321455873,0.0,0.0,3.0,0.0,2.5000059234518988,0.0,0.0,1.0,3.9973727422003287,0.0,3.0104171955731753,0.0
2010-10-06,0.0,2.011295283087028,2.990078909865375,0.0,1.5000000000000002,0.0,0.0,1.5000055772655532,1.5130165237945887,2.4896646021472892,2.500137999801189,0.0,2.5015010264346955,0.0,0.0,3.0,0.0,2.5000092542408314,0.0,0.0,0.9999999999999998,3.9967159277504107,0.0,3.0130165237945885,0.0
2010-10-07,0.0,2.01356207930232,2.9881059375052192,0.0,1.4999999999999998,0.0,0.0,1.5000080539319698,1.515613775276113,2.4875953340126493,2.5001987065088773,0.0,2.5018328050754075,0.0,0.0,2.9999999999999996,0.0,2.5000133244468232,0.0,0.0,0.9999999999999998,3.9960591133004923,0.0,3.015613775276113,0.0
2010-10-08,0.0,2.0158312982587474,2.9861367169691406,0.0,1.5,0.0,0.0,1.5000109931521002,1.5182089057821813,2.4855253491971263,2.5002704436638363,0.0,2.502175037992982,0.0,0.0,3.0000000000000004,0.0,2.50001813379321,0.0,0.0,0.9999999999999999,3.9954022988505744,0.0,3.0182089057821813,0.0
2010-10-09,0.0,2.0181028726170993,2.9841712496579214,0.0,1.4999999999999998,0.0,0.0,1.500014398704206,1.5208018710772255,2.4834546532037844,2.5003532090652585,0.0,2.5025276951126774,0.0,0.0,3.0000000000000004,0.0,2.5000236820033312,0.0,0.0,1.0,3.9947454844006574,0.0,3.0208018710772255,0.0
2010-10-10,0.0,2.020376735038163,2.9822095369723405,0.0,1.5000000000000002,0.0,0.0,1.5000182743665507,1.5233926269256786,2.481383251535689,2.5004470005123403,0.0,2.502890746359756,0.0,0.0,3.0000000000000004,0.0,2.5000299688005234,0.0,0.0,1.0,3.994088669950739,0.0,3.023392626925679,0.0
2010-10-11,0.0,2.022652818182727,2.9802515803131806,0.0,1.5,0.0,0.0,1.5000226239173944,1.5259811290919716,2.4793111496959,2.5005518158042737,0.0,2.5032641616594744,0.0,0.0,2.9999999999999996,0.0,2.5000369939081244,0.0,0.0,0.9999999999999999,3.9934318555008206,0.0,3.025981129091971,0.0
2010-10-12,0.0,2.0249310547115806,2.9782973810812186,0.0,1.5,0.0,0.0,1.5000274511350011,1.5285673333405383,2.4772383531874844,2.5006676527402547,0.0,2.5036479109370933,0.0,0.0,2.9999999999999996,0.0,2.500044757049472,0.0,0.0,1.0,3.9927750410509026,0.0,3.028567333340538,0.0
2010-10-13,0.0,2.0272113772855134,2.976346940677239,0.0,1.5,0.0,0.0,1.5000327597976326,1.53115119543581,2.4751648675135067,2.5007945091194763,0.0,2.5040419641178726,0.0,0.0,3.0,0.0,2.500053257947903,0.0,0.0,1.0000000000000002,3.9921182266009847,0.0,3.03115119543581,0.0
2010-10-14,0.0,2.029493718565312,2.974400260502021,0.0,1.4999999999999996,0.0,0.0,1.500038553683551,1.5337326711422186,2.4730906981770286,2.5009323827411354,0.0,2.504446291127071,0.0,0.0,3.0,0.0,2.500062496326756,0.0,0.0,1.0000000000000002,3.9914614121510676,0.0,3.0337326711422183,0.0
2010-10-15,0.0,2.031778011211766,2.9724573419563445,0.0,1.4999999999999998,0.0,0.0,1.500044836571018,1.536311716224197,2.4710158506811157,2.501081271404422,0.0,2.504860861889948,0.0,0.0,3.0,0.0,2.5000724719093683,0.0,0.0,0.9999999999999999,3.9908045977011497,0.0,3.0363117162241973,0.0
2010-10-16,0.0,2.034064187885664,2.970518186440991,0.0,1.5,0.0,0.0,1.5000516122382965,1.5388882864461773,2.4689403305288318,2.5012411729085327,0.0,2.505285646331762,0.0,0.0,3.0000000000000004,0.0,2.500083184419077,0.0,0.0,0.9999999999999999,3.990147783251232,0.0,3.0388882864461775,0.0
